"doc_id","main_topic","main_topic_prob","논문명","저자명","pub_year","KCI 등재 구분","주제분야","topic_proportions_subset"
"ART001258699",1,1,"입국초기 새터민 청소년들의심리적 건강상태에 관한 탐색적 연구","양계민;황순택",2008,"등재","기타사회과학",-1
